

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10025906505	201965	RWDD4A	NM_152682	NM_152682		HSG00228548
10025908192	5610	EIF2AK2	NM_002759	NM_002759		HSG00213141
10025903774	163882	C1orf71	NM_152609	NM_152609		HSG00206073
10025904059	4689	NCF4	NM_013416	NM_013416		HSG00314556
10031920455				non-public	ENSEMBLE: ENST00000279727	HSG00361087
10025935443			S50182	S50182		HSG00201623
10033668915	27087	B3GAT1	NM_054025	NM_054025		HSG00271139
10025923008			AI078318	non-public		HSG00264565
10025908858	221016	CCDC7	NM_145023	NM_145023		HSG00268383
10023821815	959	CD40LG	NM_000074	NM_000074		HSG00254701
10025910107	696	BTN1A1	NM_001732	NM_001732		HSG00244074
10025935538			CR606387	non-public		HSG00417156
10031920544	441024	MTHFD2L	NM_001004346	NM_001004346		HSG00358281
10025921492			BE934300	non-public		HSG00408286
10023810875	51454	GULP1	NM_016315	NM_016315		HSG00212565
10025906986	10076	PTPRU	NM_133177	NM_133177		HSG00204494
10025912557	10646		NM_006550	NM_006550		HSG00258801
10025909856	79924	ADM2	NM_024866	NM_024866		HSG00314111
10033668881	3426	CFI	NM_000204	NM_000204		HSG00229060
10023823209			AA282494	non-public		HSG00286990
10025907171	23230	VPS13A	NM_033305	NM_033305		HSG00260643
10025913741	344595		XM_298151	non-public		HSG00223359
10025906660	4110	MAGEA11	NM_005366	NM_005366		HSG00254700
10023814711	5684	PSMA3	NM_002788	NM_002788		HSG00286998
10023822744	54386	TERF2IP	NM_018975	NM_018975		HSG00295800
10025913396			XM_065219	XM_065219		HSG00364684
10023816912			AI339427	non-public		HSG00224625
10023842686	56547	MMP26	NM_021801	NM_021801		HSG00274713
10023825140			AA461333	non-public		HSG00221756
10025927376	400125		AK092199	AK092199		HSG00285189
10025911870	6102	RP2	NM_006915	NM_006915		HSG00253757
10023816335	10848	PPP1R13L	NM_006663	NM_006663		HSG00307118
10025917609			BM993871	non-public		HSG00245090
10025926731			BX091805	non-public		HSG00284430
10023818051	2247	FGF2	NM_002006	NM_002006		HSG00227280
10023826034	2742	GLRA2	NM_002063	non-public		HSG00254005
10023828721	373509	USP50		non-public	ENSEMBLE: ENST00000260419	HSG00291673
10025922307			XM_071170	XM_071170		HSG00263745
10023827347	51203	NUSAP1	NM_016359	NM_016359		HSG00290971
10025906567	5869	RAB5B	NM_002868	NM_002868		HSG00277735
10023823917	6506	SLC1A2	NM_004171	NM_004171		HSG00272598
10025935374	55824	PAG1	XM_070469	XM_070469		HSG00259364
10025911185	55199	FAM86C	NM_018172	NM_018172		HSG00272968
10025914335	132989		NM_144645	non-public		HSG00227514
10025912667	158263		NM_152575	NM_152575		HSG00261394
10025926834			XM_212445	XM_212445		HSG00388518
10023814769	4141	MARS	NM_004990	NM_004990		HSG00278331
10025916962			XM_497371	non-public		HSG00282476
10023814366	440030		AK001432	AK001432		HSG00275003
10023850949	4345	CD200	NM_005944	NM_005944		HSG00221233
10026392874	771	CA12	NM_001218	NM_001218		HSG00290229
10023817414	3265	HRAS	NM_005343	NM_005343		HSG00274652
10025920106				non-public	RosettaGeneID: HSG00361649	HSG00361649
10025902361	164237	WFDC13	NM_172005	NM_172005		HSG00312172
10025933125	642198		AK094187	AK094187		HSG00221524
10025911425	162137		NM_153227	NM_153227		HSG00294963
10023827338	10161	P2RY5	NM_005767	NM_005767		HSG00284878
10025926602	343629	C20orf66	XM_293121	non-public		HSG00311437
10023805593	10526	IPO8	NM_006390	non-public		HSG00277729
10025927926			AK056849	AK056849		HSG00288899
10025907008	147111	NOTUM	NM_178493	NM_178493		HSG00298139
10025931763			AB064667	AB064667		HSG00284771
10025925117			BC008359	non-public		HSG00274001
10023827641	8756	ADAM7	AF090327	AF090327		HSG00257760
10023821417	2831	NPBWR1	NM_005285	NM_005285		HSG00258836
10023837242			AF116716	AF116716		HSG00412603
10025934002			BC029570	non-public		HSG00275494
10025918532	387894		XM_170728	XM_170728		HSG00281207
10023810283			AI025508	non-public		HSG00205871
10025915494	388420		XM_172962	XM_172962		HSG00300410
10025909784	7379	UPK2	NM_006760	NM_006760		HSG00274737
10025912049	25842	ASF1A	NM_014034	NM_014034		HSG00242058
10031920488	391190	OR2L8	NM_001001963	NM_001001963		HSG00200679
10025905908	7171	TPM4	NM_003290	NM_003290		HSG00307947
10033668802	29986	SLC39A2	NM_014579	NM_014579		HSG00288785
10033668631	23457	ABCB9	NM_203444	NM_203444		HSG00277638
10023833564			AF085833	AF085833		HSG00224476
10025913814			AK126244	non-public		HSG00355645
10025929723			BC032767	BC032767		HSG00218401
10023817149			AI198604	non-public		HSG00268332
10023818890			BX110602	non-public		HSG00224290
10025906454	84342	COG8	NM_032382	NM_032382		HSG00295409
10023817229	56649	TMPRSS4	NM_016425	NM_016425		HSG00272985
10025919705			BF244056	non-public		HSG00352082
10025911269	157695	C8orf42	NM_175075	NM_175075		HSG00258216
10023807357	6675	UAP1	NM_003115	NM_003115		HSG00200198
10023808603	51504		NM_016404	NM_016404		HSG00272230
10031920621	10071	MUC12		non-public	ENSEMBLE: ENST00000305119	HSG00245489
10023832474	146691	TOM1L2		non-public	ENSEMBLE: ENST00000285058	HSG00298712
10025910721	6015	RING1	NM_002931	NM_002931		HSG00242972
10031920482	856	CATR1	U25433	U25433		HSG00247223
10025934397			BG035875	non-public		HSG00228440
10023810547			AA342802	non-public		HSG00210181
10025908954	55621	TRMT1	NM_017722	NM_017722		HSG00307878
10023805460	1601	DAB2	NM_001343	NM_001343		HSG00237760
10023839214	83439	TCF7L1	NM_031283	NM_031283		HSG00213487
10025926244			AK097846	AK097846		HSG00223261
10023810596	6717	SRI	NM_003130	NM_003130		HSG00250522
10025903433	63916	ELMO2	NM_133171	NM_133171		HSG00311686
10025923557			BC039447	BC039447		HSG00316593
10025912777	130916	MTERFD2	NM_182501	NM_182501		HSG00211391
10023838553	83756	TAS1R3	AK122959	non-public		HSG00418248
10025910987	55509		NM_018664	NM_018664		HSG00207311
10025911540	122651	RNASE11	NM_145250	NM_145250		HSG00287007
10033668778	7130	TNFAIP6	NM_007115	NM_007115		HSG00217019
10025925322			AK123512	non-public		HSG00270352
10025906187	2186	FALZ	NM_182641	NM_182641		HSG00301348
10025915090			XM_067818	XM_067818		HSG00230791
10023805459	2315	MLANA	NM_005511	NM_005511		HSG00262834
10023812386	3131	HLF	NM_002126	NM_002126		HSG00301936
10025930171			XM_062508	XM_062508		HSG00363303
10026390557	80267	EDEM3	NM_017992	NM_017992		HSG00201359
10023815524	118460	EXOSC6	AF131796	AF131796		HSG00296277
10025912196	10478	SLC25A17	NM_006358	NM_006358		HSG00314337
10023826474	389337		NM_001001669	non-public		HSG00233437
10025915826			AK056943	AK056943		HSG00311678
10025904153	348793	WDR53	NM_182627	NM_182627		HSG00223723
10025908909	54906	C10orf18	NM_017782	NM_017782		HSG00358348
10023822557	92181		NM_152277	non-public		HSG00237336
10025934962			XM_116244	XM_116244		HSG00391450
10025921895			AI189238	non-public		HSG00352583
10025914238	346702		XM_498271	non-public		HSG00260343
10025903611	1787	DNMT2	NM_176081	NM_176081		HSG00269715
10025934178				non-public	ENSEMBLE: ENST00000312686	HSG00364173
10025906880	9802	DAZAP2	NM_014764	NM_014764		HSG00276781
10023815511			AK002107	AK002107		HSG00209351
10023826638			AK057233	non-public		HSG00228852
10025927183			AI004631	non-public		HSG00257325
10025915444			DN930355	non-public		HSG00363862
10025917497			AK095163	AK095163		HSG00201202
10023809091			AI379486	non-public		HSG00403499
10023817872	22908	SACM1L	NM_014016	NM_014016		HSG00226530
10023811505	10462	CLEC10A	NM_006344	NM_006344		HSG00302373
10025912636	7325	UBE2E2	NM_152653	NM_152653		HSG00222205
10023817452	722	C4BPA	NM_000715	NM_000715		HSG00202269
10023821265	706	BZRP	NM_000714	NM_000714		HSG00314705
10025922065			AJ131610	AJ131610		HSG00275928
10031920527	389064		NM_001005303	NM_001005303		HSG00217941
10023805019	255119		NM_152770	non-public		HSG00227502
10023822652			AW183311	non-public		HSG00350627
10025928702			BC036879	BC036879		HSG00222936
10025904845	23408	SIRT5	NM_031244	NM_031244		HSG00244638
10025906839	84273	C4orf14	NM_032313	NM_032313		HSG00228615
10023805811			BF886443	non-public		HSG00392077
10025904958	51399	TRAPPC4	NM_016146	NM_016146		HSG00274205
10025908382	3834	KIF25	NM_030615	NM_030615		HSG00243364
10025905103	22976	PAXIP1	NM_007349	NM_007349		HSG00248596
10023809254			AA703372	non-public		HSG00313477
10023832303				non-public	ENSEMBLE: ENST00000295906	HSG00369592
10025922854			AF147305	AF147305		HSG00290894
10025922937			T03718	non-public		HSG00355476
10025905999	79159		NM_024313	NM_024313		HSG00314684
10025909567	64682	ANAPC1	NM_022662	NM_022662		HSG00214339
10023806202	1959	EGR2	NM_000399	NM_000399		HSG00267660
10025908520	124220		NM_145252	NM_145252		HSG00296939
10025924550			AW373454	non-public		HSG00405463
10025916979			XM_172959	XM_172959		HSG00297106
10023839349	114900	C1QTNF4	NM_031909	NM_031909		HSG00274129
10026396263	3732	CD82	NM_002231	NM_002231		HSG00273689
10025935777			XM_105208	XM_105208		HSG00364974
10025906133	219931	TPCN2	NM_139075	NM_139075		HSG00271764
10025911244	127829	ARL8A	NM_138795	NM_138795		HSG00200090
10023823282	7112	TMPO	NM_001032283	non-public		HSG00282056
10025914144			AA393147	non-public		HSG00396768
10025934877				non-public	RosettaGeneID: HSG00364873	HSG00364873
10025905053	26279	PLA2G2D	NM_012400	NM_012400		HSG00209228
10023827443	84101	USP44	NM_032147	non-public		HSG00278335
10025911749	5897	RAG2	NM_000536	NM_000536		HSG00272362
10023823479	6863	TAC1	NM_013996	NM_013996		HSG00251440
10025908113	23467	NPTXR	NM_014293	NM_014293		HSG00314081
10023806650	5555	PRH2	NM_005042	NM_005042		HSG00278523
10023824692			AA632525	non-public		HSG00267446
10023814764	166348	KLHDC6	NM_207335	non-public		HSG00225954
10023819008			XM_497865	non-public		HSG00210467
10025907571	2849	GPR26	NM_153442	NM_153442		HSG00268743
10023813483			F07317	non-public		HSG00283713
10025932396			BC033530	BC033530		HSG00232734
10025923805			XM_092979	XM_092979		HSG00382071
10025913344	79723	SUV39H2	NM_024670	NM_024670		HSG00267614
10025916533			BQ007950	non-public		HSG00257241
10025933533			BC034804	BC034804		HSG00255661
10023818448			AA256756	non-public		HSG00213579
10025928037			XM_065546	XM_065546		HSG00211297
10025925105			AA247999	non-public		HSG00263956
10025921417			BF174046	non-public		HSG00254962
10023807123	270	AMPD1	NM_000036	NM_000036		HSG00200099
10023829147	114990	VASN	BC013767	BC013767		HSG00295145
10025902555	337974	KRTAP19-7	NM_181614	NM_181614		HSG00316001
10025930412			AK092143	AK092143		HSG00222538
10023814526	55646		NM_017816	NM_017816		HSG00227054
10025919506			AK092140	AK092140		HSG00209418
10025909243	58491	ZNF71	NM_021216	NM_021216		HSG00306307
10025907323	1231	CCR2	NM_000648	NM_000648		HSG00317918
10025908205	5395	PMS2	NM_000535	NM_000535		HSG00249566
10025935742	401025		XM_211777	XM_211777		HSG00211105
10025924231			XM_210518	XM_210518		HSG00364489
10025910447	147495	APCDD1	NM_153000	NM_153000		HSG00303904
10025915900			AI983938	non-public		HSG00359367
10025903255	835	CASP2	NM_032983	NM_032983		HSG00248552
10031920407			BF360149	BF360149		HSG00240745
10023813020	863	CBFA2T3	NM_005187	NM_005187		HSG00294663
10025929366			AW577651	non-public		HSG00233213
10033668782	3158	HMGCS2	NM_005518	NM_005518		HSG00202965
10025905135	26469	PTPN18	NM_014369	NM_014369		HSG00213145
10023814407	3081	HGD	NM_000187	NM_000187		HSG00221711
10025923048			XM_211261	XM_211261		HSG00297112
10025904718	56121	PCDHB15	NM_018935	NM_018935		HSG00238293
10023818615	6277	S100A6	NM_014624	NM_014624		HSG00317344
10025927292			BF372456	non-public		HSG00395031
10023805128			AK000144	AK000144		HSG00264453
10025930180	64770	CCDC14	NM_022757	non-public		HSG00224815
10031920882	400728	FAM87B	NM_207464	NM_207464		HSG00203623
10025917192			BC039681	BC039681		HSG00224382
10025909324	153201	SLC36A2	NM_181776	NM_181776		HSG00237615
10025905322	9312	KCNB2	NM_004770	NM_004770		HSG00259385
10023813911	1040	CDS1	NM_001263	NM_001263		HSG00228602
10025908834	55506	H2AFY2	NM_018649	NM_018649		HSG00268611
10025902255			NM_153753	NM_153753		HSG00356558
10025911173	8645	KCNK5	NM_003740	NM_003740		HSG00243572
10025926058			XM_211888	XM_211888		HSG00224450
10023821354			AI376661	non-public		HSG00221382
10023838523	255967	PAN3		non-public	ENSEMBLE: ENST00000282384	HSG00284557
10025908035	11078	TRIOBP	NM_007032	NM_007032		HSG00314505
10025920790				non-public	RosettaGeneID: HSG00363121	HSG00363121
10025929512	219428	OR4C16	XM_166868	XM_166868		HSG00273247
10025905336	51059		NM_015912	NM_015912		HSG00258471
10023843162	1517	CTSLL2	L25628	L25628		HSG00266570
10023826464	282996	RBM20	XM_291671	non-public		HSG00270062
10023815211	7850	IL1R2	NM_004633	NM_004633		HSG00217007
10023832703			AK056676	AK056676		HSG00405758
10023845126	22882	ZHX2	AF075099	AF075099		HSG00259305
10023822819	50649	ARHGEF4	NM_015320	NM_015320		HSG00212374
10023845591	353238	PADI6		non-public	ENSEMBLE: ENST00000294470	HSG00202518
10025904677	8556	CDC14A	NM_033313	NM_033313		HSG00203780
10023809623	104	ADARB1	NM_015834	NM_015834		HSG00315734
10023830474			AK056809	AK056809		HSG00413055
10025919635			AY034472	AY034472		HSG00275402
10025919898	401062		AK092973	AK092973		HSG00223978
10031919719	985	CDC2L2	NM_033537	NM_033537		HSG00207969
10025911915	147929	ZNF565	NM_152477	NM_152477		HSG00307126
10023824269	7286	TUFT1	NM_020127	NM_020127		HSG00207480
10025912750	283232	TMEM80	NM_174940	NM_174940		HSG00273717
10025905021	51116	MRPS2	NM_016034	NM_016034		HSG00263012
10023834855	84083	ZRANB3		non-public	ENSEMBLE: ENST00000283060	HSG00213635
10033668657	6916	TBXAS1	NM_001061	NM_001061		HSG00250544
10025925767			AK125711	non-public		HSG00284942
10025910887	3516	RBPSUH	NM_005349	NM_005349		HSG00228613
10025917544			XM_068350	XM_068350		HSG00390770
10025912530	55099		NM_018033	NM_018033		HSG00261404
10023806394			AA054641	non-public		HSG00232133
10025925389			BC012943	BC012943		HSG00285427
10023805228	7402	UTRN	NM_007124	NM_007124		HSG00242593
10025908049	83719	YPEL3	NM_031477	NM_031477		HSG00296351
10025920698			AK127877	non-public		HSG00291563
10025922312			AW861703	non-public		HSG00277692
10023816187	650669		NM_001039799	non-public		HSG00284655
10023846720	140453	MUC17	AF430017	AF430017		HSG00354500
10025916292	441050		XM_496721	non-public		HSG00230620
10031920837	4995	OR3A2	NM_002551	non-public		HSG00302317
10025918512	376132	LRRC10	AK095935	AK095935		HSG00282332
10023827623	6324	SCN1B	NM_001037	NM_001037		HSG00306893
10025910238	149373		NM_153009	NM_153009		HSG00205641
10025930156			BC089156	non-public		HSG00263401
10025933698			AK095429	AK095429		HSG00245126
10025902804	23265	EXOC7	NM_015219	NM_015219		HSG00301674
10023805371	51303	FKBP11	NM_016594	NM_016594		HSG00278498
10023815988	4891	SLC11A2	NM_000617	non-public		HSG00277263
10023821472	10314	LANCL1	NM_006055	NM_006055		HSG00211411
10025918778	548321	FAM27A	BC002886	BC002886		HSG00261662
10025922295			AA937603	non-public		HSG00394437
10023815791	3299	HSF4	NM_001538	NM_001538		HSG00296379
10023807956	9861	PSMD6	NM_014814	NM_014814		HSG00226788
10025915518	400756		BC030752	BC030752		HSG00207841
10023846520	83878	USHBP1	NM_031941	NM_031941		HSG00307168
10023820899	2123	EVI2A	NM_014210	NM_014210		HSG00302161
10025906716	51104	C9orf77	NM_016014	NM_016014		HSG00263091
10025906747	55861	DBNDD2	NM_033542	NM_033542		HSG00357786
10025930708			AK095147	AK095147		HSG00284685
10025932209			BG989859	non-public		HSG00289980
10031920053				non-public	ENSEMBLE: ENST00000259289	HSG00270019
10023816473	147372	CCBE1	NM_133459	non-public		HSG00303799
10025928788			XM_210162	XM_210162		HSG00362649
10023840872	2292	FOXG1C	X74144	X74144		HSG00285813
10023836977	415117	STX19		non-public	ENSEMBLE: ENST00000273275	HSG00220686
10025908128	51231	VRK3	NM_016440	NM_016440		HSG00307993
10025910994	2326	FMO1	NM_018578	NM_018578		HSG00202482
10025919606			AJ003335	non-public		HSG00386897
10023838424	347549			non-public	ENSEMBLE: ENST00000296638	HSG00252253
10023809366			BM675118	non-public		HSG00246017
10025903482	55754	TMEM30A	NM_018247	NM_018247		HSG00243521
10025902852	7319	UBE2A	NM_181777	NM_181777		HSG00254703
10025907916	8320	EOMES	NM_005442	NM_005442		HSG00220274
10025917067			BC034158	BC034158		HSG00299885
10025927998	255349		NM_001001663	non-public		HSG00315382
10025923701			XM_212351	XM_212351		HSG00364373
10023813409	2330	FMO5	NM_001461	NM_001461		HSG00200125
10025904596	2038	EPB42	NM_000119	NM_000119		HSG00290718
10023816934	2057	EPOR	NM_000121	non-public		HSG00308277
10023846300			AF085983	AF085983		HSG00219007
10023811794	4084	MXD1	NM_002357	NM_002357		HSG00213509
10031920172	283008	FAM22A		non-public	ENSEMBLE: ENST00000330762	HSG00269497
10023845933			AK026761	AK026761		HSG00216560
10031919750				non-public	ENSEMBLE: ENST00000268333	HSG00295389
10023806357	5602	MAPK10	NM_002753	NM_002753		HSG00228990
10023814886	5430	POLR2A	NM_000937	NM_000937		HSG00301408
10025922353			BC037783	BC037783		HSG00251313
10025917187			BC035394	non-public		HSG00299458
10025907840	84948	TIGD5	NM_032862	NM_032862		HSG00257868
10025915043				non-public	RosettaGeneID: HSG00361281	HSG00361281
10025927969			AK024909	AK024909		HSG00231217
10025905345	22955	SCMH1	NM_012236	NM_012236		HSG00206891
10023826391	29953	TRHDE	NM_013381	NM_013381		HSG00276927
10023820198	23468	CBX5	NM_012117	NM_012117		HSG00278217
10025907523	199870	FAM76A	NM_152660	NM_152660		HSG00202958
10025908186	55584	CHRNA9	NM_017581	NM_017581		HSG00229489
10023814353	2555	GABRA2	NM_000807	NM_000807		HSG00228987
10025902817	7745	ZNF192	NM_006298	NM_006298		HSG00243477
10025920967			XM_087349	XM_087349		HSG00363968
10025926705	283867		BC037902	BC037902		HSG00295714
10023845496	64073	C19orf33	AB038318	AB038318		HSG00308092
10025905196	285242	HTR3E	NM_182589	NM_182589		HSG00226733
10025902825	25847	ANAPC13	NM_015391	NM_015391		HSG00219537
10025910313	26115	TANC2	NM_025185	NM_025185		HSG00297883
10025907151	7441	VPREB1	NM_007128	NM_007128		HSG00314704
10025927391	391194	OR2M2	XM_372825	non-public		HSG00201187
10025905496	8013	NR4A3	NM_173198	NM_173198		HSG00261916
10023815231			AK021701	non-public		HSG00296853
10025912418	140731	C20orf86	NM_080674	NM_080674		HSG00312390
10025913720			AI052574	non-public		HSG00354844
10025902557	56062	KLHL4	NM_057162	NM_057162		HSG00254285
10023811487	9296	ATP6V1F	NM_004231	NM_004231		HSG00251849
10025909582	23481	PES1	NM_014303	NM_014303		HSG00314340
10023819281			AI336854	non-public		HSG00421994
10025906235	3953	LEPR	NM_002303	NM_002303		HSG00205261
10023848682			BE246044	non-public		HSG00393558
10023811067	79993	ELOVL7	AL137506	AL137506		HSG00237797
10025912035	79694	MANEA	NM_024641	NM_024641		HSG00243138
10023809791	5515	PPP2CA	NM_002715	NM_002715		HSG00232646
10025923446			AI733055	non-public		HSG00377562
10025929200	390142	OR5D13	XM_166875	XM_166875		HSG00273155
10023812523			AA397591	non-public		HSG00219636
10025907063	27250	PDCD4	NM_145341	NM_145341		HSG00269686
10025903146	353497	POLN	NM_181808	NM_181808		HSG00228244
10025911123	56897	WRNIP1	NM_020135	NM_020135		HSG00244531
10023827017			AA779972	non-public		HSG00215883
10025911896	339965		NM_178555	NM_178555		HSG00229485
10025934450			BC004287	BC004287		HSG00259054
10023846632			AK054751	AK054751		HSG00232856
10023829345	9369	NRXN3	NM_004796	non-public		HSG00287194
10025902484	56163	RNF17	NM_031994	NM_031994		HSG00284993
10025935459			XM_099998	XM_099998		HSG00323616
10023818678	285386	FAM79B	NM_198485	non-public		HSG00359038
10025932075			BG530490	non-public		HSG00256808
10023814653	8793	TNFRSF10D	NM_003840	non-public		HSG00259393
10025911106	4905	NSF	NM_006178	NM_006178		HSG00301961
10025908584	203197	C9orf91	NM_153045	NM_153045		HSG00261292
10025927882			XM_210688	XM_210688		HSG00386507
10023810034	3418	IDH2	NM_002168	NM_002168		HSG00291335
10023809439	10389	SCML2	NM_006089	NM_006089		HSG00253736
